report_event,duid,participant,region,issue_time,effective_time,cancellation_time,directed_resource_type,reason,direction_instruction,market_notice,directed_mwh,compensation_payment,retained_trading_amount,additional_compensation,ie_fee,cra,source_format,source_file
2023-02-25T15:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-02T15:49:59Z,2023-03-03T00:59:59Z,2023-03-03T17:29:59Z,,System security,Remain,"MN 106219 (LTTI was 2/3/2023 1630 hrs however at 1545 hrs, Participant advised that LTTI for directed unit was immediate, therefore direction was issued at 1550 hrs)",,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-02-25T15:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-03-02T15:49:59Z,2023-03-03T08:00:00Z,2023-03-03T16:30:00Z,,System security,Synchronise,"MN 106219 (LTTI was 2/3/2023 1630 hrs however at 1545 hrs, Participant advised that LTTI for directed unit was immediate, therefore direction was issued at 1550 hrs)",,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-02-25T15:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-03-03T15:59:59Z,2023-03-04T08:29:59Z,2023-03-04T14:29:59Z,,System security,Synchronise,MN 106234,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-04T14:29:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-04T14:29:59Z,2023-03-05T08:29:59Z,2023-03-05T17:15:00Z,,System security,Synchronise,MN 106248,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-04T14:29:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-03-04T14:29:59Z,2023-03-05T08:00:00Z,2023-03-08T18:00:00Z,,System security,Remain,MN 106248,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-04T14:29:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-05T15:10:00Z,2023-03-06T09:30:00Z,2023-03-06T21:59:59Z,,System security,Synchronise,MN 106248,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-04T14:29:59Z,QPS5,Origin Energy Electricity Limited,SA1,2023-03-06T17:29:59Z,2023-03-06T21:59:59Z,2023-03-07T18:59:59Z,,System security,Synchronise,MN 106248,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-04T14:29:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-07T11:29:59Z,2023-03-07T21:00:00Z,2023-03-08T15:30:00Z,,System security,Synchronise,MN 106248. Unit directed as QPS5 had to come offline and would not be able to follow direction.,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-04T14:29:59Z,BARKIPS1,AGL SA Generation Pty Limited,SA1,2023-03-07T18:45:00Z,2023-03-07T18:59:59Z,2023-03-07T19:40:00Z,,System security,Synchronise,MN 106248. Unit directed as QPS5 had to come offline and would not be able to follow direction.,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-04T14:29:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-08T17:00:00Z,2023-03-09T09:30:00Z,2023-03-09T17:00:00Z,,System security,Synchronise,MN 106369,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-04T14:29:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-03-08T17:00:00Z,2023-03-09T08:00:00Z,2023-03-09T15:59:59Z,,System security,Remain,MN 106369,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-04T14:29:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-09T15:00:00Z,2023-03-10T09:00:00Z,2023-03-10T15:59:59Z,,System security,Remain,MN 106397,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-04T14:29:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-03-09T15:00:00Z,2023-03-10T09:30:00Z,2023-03-10T15:00:00Z,,System security,Synchronise,MN 106397,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-04T14:29:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-10T14:00:00Z,2023-03-11T08:29:59Z,2023-03-11T17:29:59Z,,System security,Remain,MN 106412,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-04T14:29:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-03-10T14:00:00Z,2023-03-11T09:00:00Z,2023-03-11T16:30:00Z,,System security,Synchronise,MN 106412,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-11T15:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-11T15:00:00Z,2023-03-12T07:30:00Z,2023-03-13T17:29:59Z,,System security,Remain,MN 106435,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-11T15:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-03-11T15:00:00Z,2023-03-12T08:00:00Z,2023-03-12T17:29:59Z,,System security,Synchronise,MN 106435,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-11T15:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-03-12T15:59:59Z,2023-03-13T08:00:00Z,2023-03-13T15:59:59Z,,System security,Synchronise,MN 106435,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-11T15:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-13T15:59:59Z,2023-03-14T08:00:00Z,2023-03-14T16:30:00Z,,System security,Remain,MN 106546,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-11T15:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-03-13T15:59:59Z,2023-03-14T09:59:59Z,2023-03-14T15:30:00Z,,System security,Synchronise,MN 106546,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-11T15:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-14T15:30:00Z,2023-03-15T09:00:00Z,2023-03-15T16:30:00Z,,System security,Remain,MN 106602,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-11T15:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-03-14T15:30:00Z,2023-03-15T09:30:00Z,2023-03-15T15:30:00Z,,System security,Synchronise,MN 106602,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-15T15:30:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-15T15:30:00Z,2023-03-16T08:00:00Z,2023-03-16T17:29:59Z,,System security,Remain,MN 106646,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-15T15:30:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-03-15T15:30:00Z,2023-03-16T08:29:59Z,2023-03-16T16:50:00Z,,System security,Synchronise,MN 106646,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-15T15:30:00Z,BARKIPS1,AGL SA Generation Pty Limited,SA1,2023-03-16T16:50:00Z,2023-03-16T16:54:59Z,2023-03-16T17:29:59Z,,System security,Synchronise,A possible intervention notice was not issued due to TORRB4 de-synchronising while under direction,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-15T15:30:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-03-17T11:00:00Z,2023-03-18T00:30:00Z,2023-03-18T15:30:00Z,,System security,Synchronise,MN 106735,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-15T15:30:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-17T15:30:00Z,2023-03-18T00:00:00Z,2023-03-18T17:00:00Z,,System security,Remain,MN 106735,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-15T15:30:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-18T11:29:59Z,2023-03-19T08:00:00Z,2023-03-19T16:30:00Z,,System security,Remain,MN 106786,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-15T15:30:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-03-18T11:29:59Z,2023-03-19T08:29:59Z,2023-03-19T15:30:00Z,,System security,Synchronise,MN 106786,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-15T15:30:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-19T14:00:00Z,2023-03-20T00:59:59Z,2023-03-20T16:30:00Z,,System security,Remain,MN 106821,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-15T15:30:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-03-19T14:00:00Z,2023-03-20T08:29:59Z,2023-03-20T15:00:00Z,,System security,Synchronise,MN 106821,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-15T15:30:00Z,QPS5,Origin Energy Electricity Limited,SA1,2023-03-19T17:00:00Z,2023-03-20T00:59:59Z,2023-03-20T08:29:59Z,,System security,Synchronise,MN 106821,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-15T15:30:00Z,YABULU,AGL Hydro Partnership,QLD1,2023-03-21T20:29:59Z,2023-03-21T21:00:00Z,2023-03-22T09:00:00Z,,System security,Remain,"A possible intervention notice was not issued as AEMO determined that there was insufficient time for a market response to address the power system security issues. Accordingly, AEMO concurrently issued directions and notified the market of the power system security issues. LTTI was 2030 hrs on 21/03/2023",,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-15T15:30:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-03-22T17:00:00Z,2023-03-23T09:00:00Z,2023-03-23T14:00:00Z,,System security,Synchronise,MN 106879,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-15T15:30:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-03-23T19:15:00Z,2023-03-24T09:00:00Z,2023-03-24T16:15:00Z,,System security,Synchronise,MN 106910,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-15T15:30:00Z,OSB-AG,Origin Energy Electricity Limited,SA1,2023-03-23T21:00:00Z,2023-03-24T09:30:00Z,2023-03-24T15:59:59Z,,System security,Remain,MN 106910,,,,,,,old,System security energy directions report25 February 2023 to 24 March 2023.xlsx
2023-03-24T16:30:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-24T16:30:00Z,2023-03-25T07:30:00Z,2023-03-25T15:59:59Z,,System security,Synchronise,MN 106948,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-03-24T16:30:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-03-24T17:00:00Z,2023-03-25T01:30:00Z,2023-03-25T07:30:00Z,,System security,Synchronise,MN 106948,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-03-24T16:30:00Z,QPS5,Origin Energy Electricity Limited,SA1,2023-03-25T04:30:00Z,2023-03-25T07:30:00Z,2023-03-25T15:59:59Z,,System security,Synchronise,MN 106948,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-03-24T16:30:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-03-25T09:59:59Z,2023-03-25T15:59:59Z,2023-03-25T17:00:00Z,,System security,Synchronise,MN 106948,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-03-24T16:30:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-03-29T06:59:59Z,2023-03-29T10:30:00Z,2023-03-29T16:30:00Z,,System security,Synchronise,MN 107051,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-03-24T16:30:00Z,OSB-AG,Origin Energy Electricity Limited,SA1,2023-03-29T06:59:59Z,2023-03-29T09:00:00Z,2023-03-29T15:00:00Z,,System security,Remain,MN 107051,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-03-24T16:30:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-29T14:00:00Z,2023-03-30T09:00:00Z,2023-03-29T14:45:00Z,,System security,Synchronise,MN 107071,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-03-24T16:30:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-03-29T16:44:59Z,2023-03-30T09:00:00Z,2023-03-30T15:00:00Z,,System security,Synchronise,MN 107071,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-03-24T16:30:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-03-30T16:30:00Z,2023-03-31T10:30:00Z,2023-03-31T15:00:00Z,,System security,Synchronise,MN 107095,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-03-24T16:30:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-03-31T14:29:59Z,2023-04-01T08:29:59Z,2023-04-01T15:59:59Z,,System security,Synchronise,MN 107117,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-03-24T16:30:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-03-31T14:45:00Z,2023-04-01T08:00:00Z,2023-04-01T09:30:00Z,,System security,Remain,MN 107117,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-01T15:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-04-01T15:00:00Z,2023-04-02T08:00:00Z,2023-04-02T15:30:00Z,,System security,Remain,MN 107144,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-01T15:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-04-01T15:00:00Z,2023-04-02T08:29:59Z,2023-04-02T14:00:00Z,,System security,Synchronise,MN 107144,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-01T15:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-02T16:30:00Z,2023-04-03T09:00:00Z,2023-04-03T13:54:59Z,,System security,Synchronise,MN 107170,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-01T15:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-03T17:00:00Z,2023-04-04T09:30:00Z,2023-04-04T15:00:00Z,,System security,Synchronise,MN 107209,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-01T15:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-04T17:00:00Z,2023-04-05T09:00:00Z,2023-04-05T15:00:00Z,,System security,Synchronise,MN 107224,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-01T15:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-05T17:00:00Z,2023-04-06T14:00:00Z,2023-04-06T12:59:59Z,,System security,Synchronise,MN 107247,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-01T15:00:00Z,QPS5,Origin Energy Electricity Limited,SA1,2023-04-05T17:00:00Z,2023-04-06T09:00:00Z,2023-04-06T15:59:59Z,,System security,Synchronise,MN 107247,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-06T17:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-06T17:00:00Z,2023-04-07T03:00:00Z,2023-04-09T17:00:00Z,,System security,Synchronise,MN 107297,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-06T17:00:00Z,OSB-AG,Origin Energy Electricity Limited,SA1,2023-04-06T17:00:00Z,2023-04-07T12:00:00Z,2023-04-08T18:00:00Z,,System security,Synchronise,MN 107297,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-06T17:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2023-04-07T08:00:00Z,2023-04-07T08:00:00Z,2023-04-07T12:30:00Z,,System security,Remain,MN 107297. Unit was directed to remain due to failed synchronisation of OSB-AG,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-06T17:00:00Z,OSB-AG,Origin Energy Electricity Limited,SA1,2023-04-08T17:00:00Z,2023-04-09T08:29:59Z,2023-04-09T15:59:59Z,,System security,Synchronise,MN 107352,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-06T17:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-10T07:44:59Z,2023-04-10T09:30:00Z,2023-04-10T16:30:00Z,,System security,Synchronise,MN 107363,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-06T17:00:00Z,OSB-AG,Origin Energy Electricity Limited,SA1,2023-04-10T07:44:59Z,2023-04-10T09:30:00Z,2023-04-10T15:30:00Z,,System security,Remain,MN 107363,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-06T17:00:00Z,OSB-AG,Origin Energy Electricity Limited,SA1,2023-04-10T17:00:00Z,2023-04-11T09:00:00Z,2023-04-11T15:30:00Z,,System security,Synchronise,MN 107377,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-06T17:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-10T21:30:00Z,2023-04-11T09:00:00Z,2023-04-12T16:09:59Z,,System security,Synchronise,MN 107377,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-06T17:00:00Z,OSB-AG,Origin Energy Electricity Limited,SA1,2023-04-11T17:00:00Z,2023-04-11T21:00:00Z,2023-04-12T15:59:59Z,,System security,Remain,MN 107377,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-06T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-04-11T17:29:59Z,2023-04-12T06:59:59Z,2023-04-12T06:35:00Z,,System security,Synchronise,MN 107377,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-06T17:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-13T07:20:00Z,2023-04-13T09:59:59Z,2023-04-13T09:24:59Z,,System security,Synchronise,MN 107419,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-13T17:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-13T17:00:00Z,2023-04-14T09:30:00Z,2023-04-16T15:00:00Z,,System security,Synchronise,MN 107441,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-13T17:00:00Z,OSB-AG,Origin Energy Electricity Limited,SA1,2023-04-13T17:00:00Z,2023-04-14T09:30:00Z,2023-04-16T12:00:00Z,,System security,Synchronise,MN 107441,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-13T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-04-15T15:59:59Z,2023-04-16T11:29:59Z,2023-04-16T15:00:00Z,,System security,Synchronise,MN 107441,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-13T17:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-17T06:59:59Z,2023-04-17T09:59:59Z,2023-04-17T09:30:00Z,,System security,Remain,MN 107484,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-13T17:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-18T06:59:59Z,2023-04-18T09:30:00Z,2023-04-18T15:00:00Z,,System security,Remain,MN 107511,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-13T17:00:00Z,BARKIPS1,AGL SA Generation Pty Limited,SA1,2023-04-18T12:00:00Z,2023-04-18T12:00:00Z,2023-04-18T15:00:00Z,,System security,Synchronise,MN 107511,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-13T17:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-19T06:59:59Z,2023-04-19T08:29:59Z,2023-04-19T14:29:59Z,,System security,Synchronise,MN 107523,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-13T17:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-22T06:00:00Z,2023-04-22T09:00:00Z,2023-04-22T15:59:59Z,,System security,Synchronise,MN 107534,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-13T17:00:00Z,OSB-AG,Origin Energy Electricity Limited,SA1,2023-04-22T06:00:00Z,2023-04-22T08:29:59Z,2023-04-22T15:00:00Z,,System security,Remain,MN 107534,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-22T18:00:00Z,MINTARO1,Synergen Power Pty Limited,SA1,2023-04-22T18:00:00Z,2023-04-23T00:59:59Z,2023-04-23T02:10:00Z,,System security,Synchronise,MN 107543,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-22T18:00:00Z,MINTARO1,Synergen Power Pty Limited,SA1,2023-04-22T18:00:00Z,2023-04-23T02:15:00Z,2023-04-23T02:29:59Z,,System security,Synchronise,MN 107543,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-22T18:00:00Z,MINTARO1,Synergen Power Pty Limited,SA1,2023-04-22T18:00:00Z,2023-04-23T03:20:00Z,2023-04-23T03:24:59Z,,System security,Synchronise,MN 107543,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-22T18:00:00Z,MINTARO1,Synergen Power Pty Limited,SA1,2023-04-22T18:00:00Z,2023-04-23T04:30:00Z,2023-04-23T16:30:00Z,,System security,Synchronise,MN 107543,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-22T18:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2023-04-22T18:00:00Z,2023-04-23T07:30:00Z,2023-04-23T16:30:00Z,,System security,Synchronise,MN 107543,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-22T18:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-24T06:59:59Z,2023-04-24T09:00:00Z,2023-04-24T14:29:59Z,,System security,Synchronise,MN 107552,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-22T18:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-24T21:59:59Z,2023-04-25T08:29:59Z,2023-04-25T14:29:59Z,,System security,Synchronise,MN 107565,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-22T18:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-25T17:00:00Z,2023-04-26T00:59:59Z,2023-04-26T10:44:59Z,,System security,Synchronise,MN 107575,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-22T18:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-25T17:00:00Z,2023-04-26T16:30:00Z,2023-04-27T06:00:00Z,,System security,Synchronise,MN 107575,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-22T18:00:00Z,QPS5,Origin Energy Electricity Limited,SA1,2023-04-25T17:00:00Z,2023-04-26T10:30:00Z,2023-04-26T16:30:00Z,,System security,Synchronise,MN 107575,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-22T18:00:00Z,BARKIPS1,AGL SA Generation Pty Limited,SA1,2023-04-26T12:20:00Z,2023-04-26T12:20:00Z,2023-04-26T16:30:00Z,,System security,Synchronise,MN 107575. Unit was directed to synchronise from 1220 hrs due to TORRB3 trip at 1214 hrs.,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-22T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2023-04-26T13:44:59Z,2023-04-26T15:59:59Z,2023-04-27T03:00:00Z,,System security,Synchronise,MN 107575,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-22T18:00:00Z,OSB-AG,Origin Energy Electricity Limited,SA1,2023-04-26T21:59:59Z,2023-04-27T10:30:00Z,2023-04-27T15:30:00Z,,System security,Synchronise,MN 107592,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-22T18:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-26T22:05:00Z,2023-04-27T09:59:59Z,2023-04-27T15:30:00Z,,System security,Remain,MN 107592,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-22T18:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-27T16:34:59Z,2023-04-28T00:59:59Z,2023-04-28T06:30:00Z,,System security,Synchronise,MN 107615,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-04-22T18:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-04-27T21:00:00Z,2023-04-28T09:59:59Z,2023-04-27T22:44:59Z,,System security,Synchronise,MN 107621,,,,,,,old,System security energy directions report 24 March 2023 to 28 April 2023.xlsx
2023-05-02T17:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-05-02T17:00:00Z,2023-05-03T00:00:00Z,2023-05-03T05:29:59Z,,System security,Synchronise,MN 107682,,,,,,,old,System security energy directions to SA generators 2 May 2023 to 27 May 2023.xlsx
2023-05-02T17:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-05-03T06:59:59Z,2023-05-03T09:59:59Z,2023-05-03T14:29:59Z,,System security,Remain,MN 107692,,,,,,,old,System security energy directions to SA generators 2 May 2023 to 27 May 2023.xlsx
2023-05-02T17:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-05-05T21:59:59Z,2023-05-06T10:30:00Z,2023-05-06T15:59:59Z,,System security,Synchronise,MN 107755,,,,,,,old,System security energy directions to SA generators 2 May 2023 to 27 May 2023.xlsx
2023-05-02T17:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-05-06T17:00:00Z,2023-05-07T09:30:00Z,2023-05-07T15:30:00Z,,System security,Synchronise,MN 107761,,,,,,,old,System security energy directions to SA generators 2 May 2023 to 27 May 2023.xlsx
2023-05-02T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-05-12T17:00:00Z,2023-05-13T02:29:59Z,2023-05-13T15:59:59Z,,System security,Remain,MN 107842,,,,,,,old,System security energy directions to SA generators 2 May 2023 to 27 May 2023.xlsx
2023-05-02T17:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2023-05-12T21:59:59Z,2023-05-13T08:29:59Z,2023-05-13T15:00:00Z,,System security,Synchronise,MN 107842,,,,,,,old,System security energy directions to SA generators 2 May 2023 to 27 May 2023.xlsx
2023-05-13T14:29:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2023-05-13T14:29:59Z,2023-05-14T08:29:59Z,2023-05-14T12:59:59Z,,System security,Synchronise,MN 107870,,,,,,,old,System security energy directions to SA generators 2 May 2023 to 27 May 2023.xlsx
2023-05-13T14:29:59Z,MINTARO,Synergen Power Pty Limited,SA1,2023-05-13T21:00:00Z,2023-05-14T00:59:59Z,2023-05-14T15:00:00Z,,System security,Synchronise,MN 107870,,,,,,,old,System security energy directions to SA generators 2 May 2023 to 27 May 2023.xlsx
2023-05-13T14:29:59Z,MINTARO,Synergen Power Pty Limited,SA1,2023-05-14T21:00:00Z,2023-05-15T09:30:00Z,2023-05-15T15:00:00Z,,System security,Synchronise,MN 107891,,,,,,,old,System security energy directions to SA generators 2 May 2023 to 27 May 2023.xlsx
